ANT	dA	POST	TAG
Geçen yılki fuarın 10 günde 100 trilyon ciro yaptığını belirten Yıldırım , bu yıl hedefin 200 trilyonun üzerinde olduğunu belirterek , " Arife günü rekor satış olacağını tahmin ediyoruz " diye konuştu . Yıldırım , " Önümüzdeki yıl Bulgaristan , Romanya , Suriye , Azerbaycan ve Yunanistan gibi ülkeleri	de	fuara çekmek istiyoruz . " şeklinde konuştu .	NDC
Rumların Pile ' ye rahatça girip çıktığını ancak kendilerinin Beyarmudu ' ndan kimlik kontrolünden sonra Pile ' ye geçtiklerini söyleyen Emirzade , şöyle devam ediyor : " Kendi hükümetimiz bize barikat kuruyor . İş imkânı yok , kimse Kuzey ' de çalışamıyor . Kazandıkları üç beş kuruşla	da	karınları doymuyor .	DC
Kocaeli ' ndeki Kandıra F Tipi Cezaevi ' nden tahliye edildikten sonra İstanbul polisince gözaltına alınan Alaattin Çakıcı , ikinci geceyi	de	emniyette geçirdi .	NDC
Fransa ' dan iade sözleşmesi gereği başka suçlardan yargılanamayan Çakıcı hakkında takdir yetkisini Adalet Bakanlığı ' nın savcılıklara bıraktığı öğrenildi . Savcılıkların	da	Çakıcı ' nın durumunun değerlendirilmesi için bir gece daha tutulmasını istediği bildirildi .	DC
İlginç olan başka nokta ise ciddi bir şekilde çiftler birbirini aldatıyor . Buna karşılık erkekler sadakatsizliklerinde evliliklerini ne olursa olsun sürdürüyor  boşanmıyorlar . Ancak kadın araya ikinci bir erkek girdiği anda boşanıyor . Günümüzde evlilikler artık sanal birlikteliklere dönüşmüş durumda . Bunca yıldır girdiğim boşanma davalarını	da	göz önünde bulundurursak evlilikler bitiyor .	DC
TBMM Başkanı Bülent Arınç ' ın türbanlı eşini Cumhurbaşkanı ' nı uğurlama törenine getirmesiyle tırmanan tartışmalar bağlamında bütün gözlerin çevrildiği MGK toplantısında askeri kanadın " yeni anayasa arayışları , türban ve ordunun siyasetteki yeri " konularında önemli mesajlar verdiği öğrenildi . Beş komutanın	da	türban konusunda konuştuğu ve hükümet programından pasajlar okuduğu toplantıda Başbakan Abdullah Gül , " Kuşkular yersiz , biz Cumhuriyet ' e gönülden bağlı bir ekibiz " dedi .	NDC
Mutlu insanlar var . Evliliklerin bitmemesi gerekiyor . Tüm gördüklerimize , tüm duyduklarımıza rağmen evlilik kurumu devam ediyor . Bu müessese yürümeli , yürüyor	da	. Bireysel mutsuzluklar asla genele yayılmamalı .	DC
Erdoğan ' a başbakanlık yolunun açılması için anlayış birliği var . 109 . maddede yapılacak değişikliğin cumhurbaşkanı kişiye özel olacağını söyledi . Cumhurbaşkanının bu tavrı netti . Sezer veto edebilir , referanduma getirebilir . Cumhurbaşkanı ile sürtüşen bir iktidar olmak istemiyoruz . Geçmişte , bu tür gerginlikler Türkiye ' ye pahalıya patladı . Ara seçimi düzenleyen 78 . maddeyi değerlendirmeye ağırlık vereceğiz . CHP	de	sıcak bakıyor .	DC
Bila , " Sizinle ilgili izlenimlerimi yazacağım , isterseniz , bu söylediklerinizi	de	yazayım , ancak teypteki ifadenizi de yazmak zorundayım " karşılığını verdi .	DC
Bila , " Sizinle ilgili izlenimlerimi yazacağım , isterseniz , bu söylediklerinizi de yazayım , ancak teypteki ifadenizi	de	yazmak zorundayım " karşılığını verdi .	DC
Bila , " Sizinle ilgili izlenimlerimi yazacağım , isterseniz , bu söylediklerinizi de yazayım , ancak teypteki ifadenizi de yazmak zorundayım " karşılığını verdi . Arınç	da	 Kastımın Erbakan ' la Erdoğan ' ı aynı kefeye koymak olmadığını da yazarsanız sevinirim  karşılığını verdi .	DC
Bila , " Sizinle ilgili izlenimlerimi yazacağım , isterseniz , bu söylediklerinizi de yazayım , ancak teypteki ifadenizi de yazmak zorundayım " karşılığını verdi . Arınç da " Kastımın Erbakan ' la Erdoğan ' ı aynı kefeye koymak olmadığını	da	yazarsanız sevinirim " karşılığını verdi .	NDC
Gül , Milli Savunma Bakanı Vecdi Gönül ve Dışişleri Bakanı Yaşar Yakış ' ın , AKP Genel Başkanı Tayyip Erdoğan ' ın , Avrupa ' da , " Türkiye ' de ordunun siyasete karışmadığını , ancak terörün tırmandığı dönemlerde devreye girdiğini belirterek yanıt verdiğini " vurguladıkları öğrenildi . Komutanlar , bu açıklamaların Başbakan ve resmi yetkililer tarafından	da	yapılmasında fayda olacağını ifade ettiler .	NDC
TBMM Başkanı Bülent Arınç , önceki akşam CNN Türk ' te Taha Akyol ' un sunduğu " Eğrisi Doğrusu " programında Milliyet ' te 26 Kasım 2002 tarihinde " Yanlışlara Ortak Olmam " başlığıyla yayımlanan röportajındaki ifadesinin farklı yansıtıldığını iddia etti . Ancak Arınç ' ın teyp kaydında	da	yer alan sözleri gazeteye aynen yansıdı .	NDC
3 Kasım seçimlerinin ardından ağır yenilgiye uğrayıp barajın altında kalan siyasi partilerin binaları sessizliğe gömülürken  partililer de yeni konjonktüre ayak uydurma çabasında . Gidenin arkasından ağlayan partililer  gelecek başkan adaylarıyla	da	dirsek temasına geçti .	DC
Başbakanlık ' ta gazeteciler ile sohbet eden Şahin , önceki hükümetin memur maaşlarına hedef enflasyona göre zam yapma sözü verdiğini , ancak kendilerinin 2003 zammını geçmiş enflasyonlara göre vermeyi planladıklarını söyledi . Şahin , " Fakat devletin devamlılığı esasını	da	gözardı edemeyiz . Sosyal boyutu da ihmal edemeyiz " dedi .	DC
Şahin , " Fakat devletin devamlılığı esasını da gözardı edemeyiz . Sosyal boyutu	da	ihmal edemeyiz " dedi .	DC
Komutanlar , Cumhuriyet ' in temel dayanağı olan laikliği sarsacak gelişmelere ve görüntülere izin verilmemesi gerektiğini vurguladılar . Türban konusunu	da	açan komutanlar , bu konuda Anayasa Mahkemesi ' nin kararı ile Cumhurbaşkanı ' nın yaptığı uyarıyı anımsatarak toplumu gerecek davranışlardan kaçınılması gerektiğini anlattılar .	NDC
Türban konusunu da açan komutanlar, bu konuda Anayasa Mahkemesi'nin kararı ile Cumhurbaşkanı'nın yaptığı uyarıyı anımsatarak toplumu gerecek davranışlardan kaçınılması gerektiğini anlattılar . Genelkurmay Başkanı ve dört komutanın	da	bu konuda söz alarak görüş birliğini ifade ettikleri öğrenildi .	NDC
Genelkurmay Başkanı ve dört komutanın da bu konuda söz alarak görüş birliğini ifade ettikleri öğrenildi. Bu konuda Cumhurbaşkanı Ahmet Necdet Sezer ' in	de	 Türban tartışması bitmiştir  diyerek son noktayı koyduğu belirtildi .	NDC
14 - 15 Aralık ' ta kongreye gidecek olan DYP ' de genel başkan adayları , il merkezlerini dolaşarak destek aramaya koyuldu . Genel başkanları Tansu Çiller ' in görevinden ayrılma kararını gözyaşları içinde karşılayan bazı partililerin	de	aynı " coşkuyla ! " yeni genel başkan adaylarına kucak açmaları dikkat çekti .	NDC
Başbakan Abdullah Gül ise " Bizim her söylemimiz ve davranışımızdan bazı sonuçlar çıkarıldığının ve kuşku duyulduğunun farkındayız . Ancak bu kuşkular yersizdir . Biz Cumhuriyet ilkelerine gönülden bağlı bir ekibiz . Cumhuriyet ' in temel niteliklerinden sapmayacak bir kadroyuz " karşılığını verdi . ( Toplumsal uzlaşma ) Başbakan Yardımcısı Ertuğrul Yalçınbayır	da	 Okuduğunuz ifadenin anlamı şudur ; sadece tek parti iktidarına ve Meclis ' teki sandalye çoğunluğuna dayalı bir anayasa yapılmayacağını biliyoruz . Anayasalar en büyük toplumsal uzlaşma ile düzenlenmesi gereken metinlerdir . Cumhuriyet ' in temel nitelikleri , Anayasa ' nın değişmez ilkeleri ve değiştirilmesi teklif edilemez maddeleri yeni anayasada yer alacaktır  dedi .	NDC
Milli Görüş ' ün oyu yüzde 40 ' tır '  diyor . Yok öyle bir şey . Her kesimden oy aldık . Sosyal demokratlardan	da	, ANAP ' tan da oy aldık .	NDC
 " Ben doğruların söylenmesinden yana olduğumu ifade ettim . Ertesi gün böyle bir başlık çıktı . Önce Serpil Çevikcan ' ı , sonra Fikret Bila Bey ' i aradım . Fikret Bila tekrar bana bu başlığın , çok	da	anlamsız bir şey çıkıyor burada ... 	NDC
Fikret Bila tekrar bana bu başlığın , çok da anlamsız bir şey çıkıyor burada ...  Virgülden sonra Tayyip Bey ' in	de	ismi gelince ikisi de aynı kefeye konmuş oluyor .	NDC
Fikret Bila tekrar bana bu başlığın , çok da anlamsız bir şey çıkıyor burada ...  Virgülden sonra Tayyip Bey ' in de ismi gelince ikisi	de	aynı kefeye konmuş oluyor .	NDC
Kopenhag Zirvesi ' ne kadar yetiştirilmeye çalışılan ikinci uyum paketinde son dakika değişikliği yapıldı . Aralarında Leyla Zana ' nın	da	bulunduğu DEP ' li milletvekillerine yeniden yargılama yolunu açan maddeyle türbanlı öğrencilerin üniversiteye dönüşünü sağlayacak af , paketten çıkarılarak Bakanlar Kurulu ' na sevk edildi	NDC
BDDK yayınladığı son raporunda , el konulan batık bankalardan toplam 3 bin 367 adet gayrimenkulun Tasarruf Mevduatı Sigorta Fonu ( TSMF ) bünyesine geçtiğini belirtti . Dün ayrıntıları Milliyet ' te yayınlanan ve BDDK tarafından	da	internet sitesine konulan  ' BDDK ve Faaliyetleri Hakkında Bilgilendirme '  ve  ' Bankacılık Sektörü Gelişmeleri - Kasım 2002 '  başlıklı raporda , fon bünyesine geçen 3 bin 367 adet gayrimenkulden 359 tanesinin satıldığını ve 93 milyon dolar gelir elde edildiğini açıkladı .	NDC
Kopenhag siyasi kriterlerinin büyük ölçüde yerine getirildiğini , son olarak Kıbrıs konusunun Türkiye ' nin önüne sürüldüğünü belirten askerlerin ,  Kaygımız odur ki , şimdi	de	Türk ordusunu bahane edecekler " dediği öğrenildi .	NDC
DSP ' den Şişli Belediye Başkanı seçilen , 3 Kasım seçimleri öncesi partisinden ayrılarak YTP ' ye katılan Şişli Belediye Başkanı Mustafa Sarıgül , şimdi	de	CHP saflarında yer almaya hazırlanıyor .	NDC
CHP Genel Başkanı Deniz Baykal , dün Sarıgül ' ü makamında ziyaret etti . Sarıgül ' ün Ramazan Bayramı sonrası partiye katılacağı mesajını veren Baykal , " Biz kız evine niyet beyanı için geldik . Kahveyi	de	çok iyi servis ediyor .	DC
Kahveyi de çok iyi servis ediyor . Gayet memnun ayrılıyorum , bayramdan sonra	da	düğünü yapacağız " dedi .	NDC
Geçtiğimiz haftayı yüzde 1 .49 düşüşle 13 .300 seviyesinden tamamlayan İstanbul Borsası bu hafta takas avantajının kullanılması ile yukarı doğru bir hareket deneyebilir . Faizdeki düşüş ve doların 1 milyon 525 liraya kadar gerilemesi	de	borsada umutları artırıyor .	DC
BDDK gibi özerk kurumların siyasete karışmış kişilerle yönetilmesinin doğru olmayacağını belirten uzmanlar , " İbrahim Türkiş aday adayı olarak seçilmese bile aktif politikada yer almış bir kişidir . Bu nedenle BDDK ' da görev alması doğru olmaz " şeklinde görüş açıkladılar . Türkiş , AKP ' den Antalya milletvekili aday adayı olmuştu . BDDK ' da halen bir ikinci başkan yardımlıcığı bir	de	üyelik boş bulunuyor .	NDC
İlk etapta Hamam markası için havlu ve bornoz koleksiyonları üzerinde çalışmaya başladığını anlatan Tarzi , işbirliği kapsamında " Hamam " isimli mağazalar	da	açacaklarını belirtti .	NDC
Tasarım markası olarak İdil Tarzi ' nin lisans haklarını Eke Tekstil ' e kiraladık . Dünyada	da	bunun örnekleri var .	DC
Koleksiyonumuzda havlu ve bornozların yanında hamam markalı sabunlar	da	yer alacak .	NDC
Denizli ' li Eke Tekstil ile yaptığımız görüşmeler sonucunda iki büyük markayı 1 kasımda beraber canlandırmaya karar verdik . Bunlardan bir tanesi " Hamam " markası . Diğeri	de	beraber projelendirmeye başladığımız " İdil Tarzi Home .”	NDC
Yurt dışında özellikle yabancı müşterilerin , Türk tahvillerini satın alması ileriye yönelik beklentilerinin iyimser olduğunu gösteriyor . IMF ' le başlayacak görüşmelerin seyri	de	endeksin kısa vadeli yönünde etkili olacak .	DC
Sadece serbest bırakılacak kredi dilimi için değil , 2003 yılında yapılacak olan borç servisinin	de	sorunsuz gerçekleştirilebilmesi için IMF ' in desteğine ihtiyaç var .	NDC
2030 vadeli eurobondun fiyatı 108 dolara geldi . Piyasa Kopenhag ' dan tarih için tarih alınması ihtimalinin kuvvetlendiğini düşünüyor . IMF ' le yapılacak görüşmelerde	de	gerilim yaşanmayacağı kanısı hakim .	DC
İyimser beklentiler sürüyor ancak parayı tek enstrümana yatırmak riskli olabilir . 12 Aralık ' tan önce portföylerde hisse senedi oranı yüzde 40 ' a çıkabilir . Yüzde 60 ' lık kısmı ise bono , repo ve likit enstrümanlar arasında dağıtabilir . Borsada AB ' den	de	bir sürpriz gelmezse 1 sentleri konuşmaya başlayacağız .	DC
Yatırımcının fon türünü  beklentileri ve risk profiline uygun olarak belirlemesi çok önemli . Bu yolla yatırımcı hangi yatırım enstrümanına yatırım yapmak istediğini belirlemiş ve tercihini portföy yöneticisiyle	de	paylaşmış oluyor .	DC
Bu yolla yatırımcı hangi yatırım enstrümanına yatırım yapmak istediğini belirlemiş ve tercihini portföy yöneticisiyle de paylaşmış oluyor . Fon yöneticisi	de	, kendisine tanınan sınırlar çerçevesinde ve yatırım fonunun karakterine bağlı kalarak görüş ve beklentileri doğrultusunda yatırım enstrümanlarında pozisyon alıyor .	DC
Fonlarda , pozisyonların değişken piyasa koşullarında her gün ayarlandığını	da	unutmamak gerekiyor .	DC
Büyükelçilik geziye milletvekillerini özel olarak davet ederken , isimleri Gül ' ün belirlediği öne sürüldü . TBMM Dışişleri Komisyonu üyesi Şirin	de	, büyükelçilikten kendisini arayan kişinin , " Bu hafta sonu programınız yoksa sizi uçak gemisine davet ediyoruz " dediğini söyledi .	DC
Vekiller , Esenboğa Havaalanı ' nda bindikleri uçakta , bel kemerleri dışında kollarından geçirilen kemerlerle	de	koltuklarına sıkıca bağlandı .	NDC
Yağcı , " Uçak o kadar hızlı fırladı ki , sadece ayaklarımız yerden kesilmedi , oturduğumuz koltuktan bile yükseldik . Sıkı bağlanmasaydık mermi gibi fırlardık " dedi . SERT İNİŞ YAPTILAR AKP ' lileri taşıyan uçak gemiye iniş sırasında	da	tekerlekle açılan bir parçanın çelik halatlara takılması nedeniyle sert bir iniş yaptı .	NDC
Soruşturmayı yürüten DGM Savcısı Ömer Süha Aldan ' ın talimatıyla soruşturmanın ikinci ayağı dün başlatıldı ve Ankara Dışkapı ve Eskişehir ' deki SSK hastanelerinin kardiyoloji servisinde görev yapan 6 doktorla , Trabzon , İstanbul , Eskişehir ve Ankara ' da çalışan 6 teknisyen gözaltına alındı . Gözaltına alınan 6 doktordan , 4 ' ünün Ankara ' da , 2 ' sinin Eskişehir ' de görev yaptıkları , Ankara ' da gözaltına alınan doktorların arasında Prof . Dr . Kenan Ömürlü ' nün	de	bulunduğu bildirildi .	NDC
Ankara ' da gözaltına alınan doktorların arasında Prof . Dr . Kenan Ömürlü ' nün de bulunduğu bildirildi . Ömürlü ' nün SSK dışında , Özel Yaşam Hastanesi ' nde	de	görev yaptığı ifade edildi .	NDC
Eskişehir ' den gözaltına alınan Doç . Dr . Barbaros Dokumacı ile Dr . Yusuf Erzurum ' un	da	daha önce askeri doktor olarak görev yaptıkları , ordudan ayrıldıktan sonra SSK ' da görev yapmaya başladıkları , Dokumacı ' nın Eskişehir ' de kardiyoloji servisini kuran isim olduğu öğrenildi .	NDC
Doktorlar hakkında çok sayıda kanıt elde eden savcılık , bazı firmaların hangi doktorlar için ne kadar harcama yapıldığını gösteren defterleri	de	ele geçirdi .	NDC
Savcılık , doktorların , firmalarca stend yöntemini öğrenmeleri için yurtdışındaki seminerlere götürüldüklerini , seminer bitiminde ise , kendi masraflarını karşılayan firmaların malzemelerinin alınması için çok sayıda reçete yazdıklarını saptadı . Eğlence yerlerine	de	götürülen doktorların , buna karşılık , hayali hastalara reçete yazdıkları ya da reçetelerde bir hasta üzerinde çok sayıda tıbbi malzeme kullanmış gibi gösterdikleri de tespit edildi .	NDC
oktorlar hakkında çok sayıda kanıt elde eden savcılık, bazı firmaların hangi doktorlar için ne kadar harcama yapıldığını gösteren defterleri de ele geçirdi. Savcılık, doktorların, firmalarca stend yöntemini öğrenmeleri için yurtdışındaki seminerlere götürüldüklerini, seminer bitiminde ise, kendi masraflarını karşılayan firmaların malzemelerinin alınması için çok sayıda reçete yazdıklarını saptadı. Eğlence yerlerine de götürülen doktorların , buna karşılık , hayali hastalara reçete yazdıkları ya da reçetelerde bir hasta üzerinde çok sayıda tıbbi malzeme kullanmış gibi gösterdikleri de tespit edildi . SSK ' nın reçeteler doğrultusunda firmalara ödeme yaptığı	da	saptandı . Öte yandan tıbbi malzeme satan firmaların üyesi oldukları Sağlık Derneği SADER tarafından uyarılmalarına rağmen ihalesiz fahiş fiyatla malzeme satışını sürdürdükleri anlaşıldı. 	DC
Öte yandan , tıbbi malzeme satan firmaların , üyesi oldukları Sağlık Derneği ( SADER ) tarafından uyarılmalarına rağmen , ihalesiz , fahiş fiyatla malzeme satışını sürdürdükleri anlaşıldı . Gaziantep Ticaret Odası Başkanı Mehmet Aslan , Diyarbakır ' daki kazanın ardından gündeme gelen ILS ( aletli yaklaşım sistemi ) cihazının Gaziantep Havalimanı ' na kurulması için kendilerinin	de	harcama yapabilecekleri konusunda Ulaştırma Bakanlığı ' na başvurduklarını , ancak kabul edilmediğini bildirdi .	NDC
Adli Tıp için verilen dilekçeyi suç duyurusu olarak kabul eden Ankara Başsavcılığı , bir soruşturma daha başlattı . Bu soruşturma	da	önceki takipsizlik kararı gerekçe gösterilerek 3 Mayıs 2002 ' de kapatıldı .	DC
